,Week,Team,Player,Slot,Pos,Status,Proj,Actual
703,5,4,Aaron Rodgers,0,QB,ACTIVE,19.7039714671,20.759999999999998
704,5,4,Chase Claypool,20,Bench,ACTIVE,10.145440573799998,22.5
705,5,4,Laviska Shenault Jr.,20,Bench,ACTIVE,9.7410286947,6.300000000000001
706,5,4,Steelers D/ST,20,Bench,NA,6.112864184,3.0
707,5,4,Jarvis Landry,21,IR,ACTIVE,0.0,0.0
708,5,4,Dallas Goedert,6,TE,ACTIVE,6.387662264499999,3.8000000000000003
709,5,4,Jason Myers,17,K,ACTIVE,7.024197962,2.0
710,5,4,Robert Tonyan,20,Bench,QUESTIONABLE,7.2974068585,1.3
711,5,4,Broncos D/ST,16,Def,NA,7.173604436000001,2.0
712,5,4,Zack Moss,20,Bench,ACTIVE,10.764327794000002,10.7
713,5,4,Matt Gay,20,Bench,ACTIVE,8.049157041499999,9.0
714,5,5,Alvin Kamara,2,RB,ACTIVE,19.794748310499998,26.700000000000003
715,5,5,DeAndre Hopkins,4,WR,QUESTIONABLE,12.679313569500001,17.700000000000003
716,5,5,CeeDee Lamb,4,WR,ACTIVE,12.497160024600001,16.8
717,5,5,Chris Carson,20,Bench,QUESTIONABLE,0.0,0.0
718,5,5,Josh Jacobs,2,RB,ACTIVE,13.94118117,14.700000000000001
719,5,5,Tyler Lockett,23,Flex,ACTIVE,13.853453916000001,8.2
720,5,5,Justin Herbert,0,QB,ACTIVE,19.589491681000002,43.82
721,5,5,Tyler Higbee,6,TE,QUESTIONABLE,8.8691357275,8.4
722,5,5,Odell Beckham Jr.,20,Bench,DOUBTFUL,10.96565748234,3.0
723,5,5,James Conner,20,Bench,ACTIVE,12.5198212295,10.200000000000001
724,5,5,Joe Burrow,20,Bench,QUESTIONABLE,17.578631296,18.34
725,5,5,Cole Beasley,20,Bench,ACTIVE,9.7580980945,1.0
726,5,5,David Johnson,20,Bench,ACTIVE,6.518776604000001,7.6000000000000005
727,5,5,Rob Gronkowski,20,Bench,ACTIVE,0.0,0.0
728,5,5,Brandon McManus,17,K,ACTIVE,7.44857372,7.0
729,5,5,Vikings D/ST,16,Def,NA,5.277255286999999,11.0
730,5,6,Derrick Henry,2,RB,ACTIVE,21.186298496000003,32.0
731,5,6,Stefon Diggs,4,WR,ACTIVE,15.9403237478,7.9
732,5,6,Kyler Murray,0,QB,ACTIVE,24.111876698,13.66
733,5,6,Kareem Hunt,2,RB,QUESTIONABLE,11.6809458165,23.400000000000002
734,5,6,T.J. Hockenson,6,TE,QUESTIONABLE,10.340434031000001,3.2
735,5,6,Kenyan Drake,20,Bench,QUESTIONABLE,7.734895534,1.1
736,5,6,JuJu Smith-Schuster,20,Bench,ACTIVE,9.159999833600002,0.6000000000000001
737,5,6,Michael Carter,20,Bench,ACTIVE,11.340115116000003,13.3
738,5,6,Tyler Boyd,4,WR,ACTIVE,10.150045104699998,4.4
739,5,6,Terrace Marshall Jr.,20,Bench,QUESTIONABLE,6.566834738,2.4000000000000004
740,5,6,Phillip Lindsay,20,Bench,ACTIVE,5.529595999800001,1.9000000000000001
741,5,6,Colts D/ST,20,Bench,NA,4.6476530039999995,-3.0
742,5,6,Jason Sanders,17,K,ACTIVE,7.378179437,5.0
743,5,6,James White,21,IR,QUESTIONABLE,0.0,0.0
744,5,6,Dawson Knox,20,Bench,ACTIVE,8.180141627500001,20.200000000000003
745,5,6,Cordarrelle Patterson,23,Flex,ACTIVE,11.769426616499997,14.9
746,5,6,Alex Collins,20,Bench,QUESTIONABLE,12.504025218999999,8.2
747,5,7,Ezekiel Elliott,2,RB,QUESTIONABLE,17.267214487,25.2
748,5,7,Antonio Gibson,20,Bench,ACTIVE,12.166480758000004,20.2
749,5,7,Darren Waller,6,TE,ACTIVE,13.405484766499999,6.5
750,5,7,Amari Cooper,4,WR,ACTIVE,12.259650256499999,13.5
751,5,7,Dak Prescott,20,Bench,ACTIVE,22.32048264499999,21.68
752,5,7,Darrell Henderson Jr.,23,Flex,ACTIVE,15.063205478,16.400000000000002
753,5,7,Damien Harris,20,Bench,ACTIVE,10.801686678000003,9.8
754,5,7,Michael Thomas,21,IR,QUESTIONABLE,0.0,0.0
755,5,7,Courtland Sutton,20,Bench,ACTIVE,10.649978210999999,22.5
756,5,7,Tony Pollard,20,Bench,ACTIVE,8.6714767955,12.3
757,5,7,Daniel Carlson,17,K,ACTIVE,8.155980195,3.0
758,5,7,Henry Ruggs III,20,Bench,ACTIVE,9.853957856700001,6.6000000000000005
759,5,7,Damien Williams,2,RB,ACTIVE,12.988481384500002,15.4
760,5,7,Patriots D/ST,16,Def,NA,7.568548454,4.0
761,5,7,A.J. Brown,4,WR,ACTIVE,14.073441716300001,5.300000000000001
762,5,7,Kadarius Toney,20,Bench,QUESTIONABLE,8.9928376444,25.6
763,5,7,Trey Lance,0,QB,ACTIVE,19.069596140999998,14.579999999999998
764,5,8,Saquon Barkley,2,RB,ACTIVE,14.557970369000001,0.9
765,5,8,Nick Chubb,2,RB,ACTIVE,14.585226612500001,24.5
766,5,8,Terry McLaurin,4,WR,ACTIVE,14.211029447500001,6.6000000000000005
767,5,8,James Robinson,23,Flex,QUESTIONABLE,14.557949787000002,22.2
768,5,8,Tee Higgins,20,Bench,ACTIVE,11.6567890164,7.7
769,5,8,Diontae Johnson,4,WR,ACTIVE,13.120097029,14.2
770,5,8,Russell Wilson,0,QB,ACTIVE,22.298400914000005,9.08
771,5,8,Logan Thomas,21,IR,QUESTIONABLE,0.0,0.0
772,5,8,Corey Davis,20,Bench,QUESTIONABLE,10.1172630545,6.5
773,5,8,Rams D/ST,20,Bench,NA,4.3648666249999994,6.0
774,5,8,Melvin Gordon III,20,Bench,ACTIVE,10.6013148885,5.300000000000001
775,5,8,Tyler Bass,17,K,ACTIVE,8.124474967000001,8.0
776,5,8,Alexander Mattison,20,Bench,ACTIVE,18.083398443500002,23.8
777,5,8,Hunter Renfrow,20,Bench,ACTIVE,9.991229182500001,8.600000000000001
778,5,8,Dalton Schultz,6,TE,ACTIVE,7.398331895000001,10.9
779,5,8,Ravens D/ST,16,Def,NA,6.467322657,0.0
780,5,9,Aaron Jones,2,RB,ACTIVE,15.102794141,13.9
781,5,9,Austin Ekeler,2,RB,ACTIVE,14.8311477825,30.400000000000002
782,5,9,Keenan Allen,4,WR,ACTIVE,13.4971481485,10.5
783,5,9,Josh Allen,0,QB,ACTIVE,26.567222295999997,37.5
784,5,9,Chris Godwin,23,Flex,QUESTIONABLE,12.7139354536,10.5
785,5,9,DJ Moore,4,WR,ACTIVE,15.1321725756,6.300000000000001
786,5,9,Javonte Williams,20,Bench,ACTIVE,9.1929082925,10.100000000000001
787,5,9,Noah Fant,6,TE,ACTIVE,8.744627311000002,3.5
788,5,9,AJ Dillon,20,Bench,QUESTIONABLE,5.7672157981000005,15.9
789,5,9,Trey Sermon,20,Bench,ACTIVE,4.733219666600001,0.7000000000000001
790,5,9,Antonio Brown,20,Bench,QUESTIONABLE,11.591710399599998,28.9
791,5,9,Marvin Jones Jr.,20,Bench,ACTIVE,11.889425084,3.0
792,5,9,Ronald Jones II,20,Bench,QUESTIONABLE,5.8322079119,4.1
793,5,9,Greg Zuerlein,17,K,ACTIVE,8.1015047405,14.0
794,5,9,Hunter Henry,20,Bench,ACTIVE,5.839318951,16.5
795,5,9,Raiders D/ST,16,Def,NA,7.413178846,4.0
796,5,10,Davante Adams,4,WR,ACTIVE,18.390612506999997,33.1
797,5,10,Tyreek Hill,4,WR,ACTIVE,16.6262163144,11.3
798,5,10,Mark Andrews,6,TE,ACTIVE,9.636423759500001,37.2
799,5,10,Miles Sanders,2,RB,ACTIVE,10.390552185999999,7.6
800,5,10,Cooper Kupp,23,Flex,ACTIVE,20.0756496748,12.700000000000001
801,5,10,Myles Gaskin,20,Bench,ACTIVE,7.2480118815,26.9
802,5,10,Raheem Mostert,21,IR,QUESTIONABLE,0.0,0.0
803,5,10,Brandin Cooks,20,Bench,QUESTIONABLE,13.3305747074,3.8000000000000003
804,5,10,Mike Gesicki,20,Bench,ACTIVE,8.6121148195,6.3
805,5,10,Deebo Samuel,20,Bench,ACTIVE,14.405797066599998,14.600000000000001
806,5,10,J.D. McKissic,2,RB,QUESTIONABLE,6.817409112499999,1.2000000000000002
807,5,10,Baker Mayfield,20,Bench,QUESTIONABLE,15.012377237999997,24.0
808,5,10,Jaylen Waddle,20,Bench,ACTIVE,10.570867040000001,4.3
809,5,10,Latavius Murray,20,Bench,ACTIVE,10.383366437199998,4.0
810,5,10,Panthers D/ST,16,Def,NA,6.147903161,10.0
811,5,10,Derek Carr,0,QB,ACTIVE,18.2519847599,7.24
812,5,10,Matt Prater,17,K,ACTIVE,8.1012243665,3.5
813,6,1,Travis Kelce,6,TE,ACTIVE,16.0963854715,13.9
814,6,1,Jonathan Taylor,2,RB,ACTIVE,15.170264382,29.3
815,6,1,David Montgomery,21,IR,ACTIVE,0.0,0.0
816,6,1,Clyde Edwards-Helaire,20,Bench,ACTIVE,0.0,0.0
817,6,1,Julio Jones,20,Bench,ACTIVE,10.030115155499999,7.4
818,6,1,Kenny Golladay,20,Bench,ACTIVE,0.0,0.0
819,6,1,Jalen Hurts,20,Bench,QUESTIONABLE,21.880728228,25.0
820,6,1,Matthew Stafford,0,QB,ACTIVE,21.807709984000002,25.240000000000002
821,6,1,Michael Pittman Jr.,4,WR,ACTIVE,11.297836207300003,4.8
822,6,1,Elijah Mitchell,20,Bench,ACTIVE,0.0,
823,6,1,Chuba Hubbard,23,Flex,ACTIVE,14.813496319500002,13.000000000000002
824,6,1,Emmanuel Sanders,4,WR,ACTIVE,10.731898189699999,11.6
825,6,1,Samaje Perine,20,Bench,ACTIVE,0.0,0.0
826,6,1,Devontae Booker,2,RB,ACTIVE,13.290104407000001,8.9
827,6,1,Bengals D/ST,16,Def,NA,6.561022416,8.0
828,6,1,Tim Patrick,20,Bench,ACTIVE,10.006454688,11.7
829,6,1,Nick Folk,17,K,ACTIVE,8.9997401615,3.0
830,6,2,Christian McCaffrey,20,Bench,QUESTIONABLE,0.0,0.0
831,6,2,George Kittle,21,IR,ACTIVE,0.0,
832,6,2,Adam Thielen,20,Bench,QUESTIONABLE,11.588259864500001,25.3
833,6,2,Lamar Jackson,20,Bench,ACTIVE,24.235883221999995,11.780000000000001
834,6,2,Mike Davis,20,Bench,QUESTIONABLE,0.0,
835,6,2,Ja'Marr Chase,23,Flex,ACTIVE,13.213630657100001,11.700000000000001
836,6,2,Leonard Fournette,2,RB,ACTIVE,12.7141536055,27.700000000000003
837,6,2,DeVonta Smith,4,WR,ACTIVE,12.015745712500001,4.1
838,6,2,Tom Brady,0,QB,ACTIVE,23.644350774499998,17.98
839,6,2,Mike Williams,4,WR,ACTIVE,15.973530456999999,3.7
840,6,2,Harrison Butker,17,K,ACTIVE,6.966138935999999,9.0
841,6,2,Jamaal Williams,2,RB,ACTIVE,9.116493339,1.4000000000000001
842,6,2,Bills D/ST,16,Def,NA,6.624068663,0.0
843,6,2,Austin Hooper,20,Bench,ACTIVE,4.700164087000001,0.9
844,6,2,Nick Chubb,20,Bench,ACTIVE,0.0,0.0
845,6,2,Jonnu Smith,6,TE,ACTIVE,6.1965648737,1.4
846,6,2,Nyheim Hines,20,Bench,ACTIVE,6.798278063000001,2.7
847,6,3,Patrick Mahomes,0,QB,ACTIVE,26.63569225,23.98
848,6,3,Najee Harris,2,RB,ACTIVE,20.348186208,21.700000000000003
849,6,3,Justin Jefferson,4,WR,ACTIVE,13.572990219500001,10.0
850,6,3,Randall Cobb,4,WR,ACTIVE,7.543931919500001,0.0
851,6,3,D'Andre Swift,2,RB,ACTIVE,14.284434226999998,15.2
852,6,3,Kyle Pitts,20,Bench,ACTIVE,0.0,
853,6,3,Buccaneers D/ST,16,Def,NA,5.816313029,6.0
854,6,3,Robby Anderson,20,Bench,ACTIVE,9.273055939900004,8.6
855,6,3,Sony Michel,20,Bench,ACTIVE,4.774028694799999,4.2
856,6,3,Ryan Tannehill,20,Bench,ACTIVE,15.898187826000001,12.940000000000001
857,6,3,Justin Tucker,17,K,ACTIVE,8.854014358,12.0
858,6,3,Marquise Brown,23,Flex,ACTIVE,12.308255087800001,5.5
859,6,3,Devin Singletary,20,Bench,ACTIVE,7.946730892000001,6.800000000000001
860,6,3,Jakobi Meyers,20,Bench,ACTIVE,11.811563001380001,8.9
861,6,3,Marquez Valdes-Scantling,20,Bench,QUESTIONABLE,0.0,0.0
862,6,3,Jared Cook,6,TE,ACTIVE,8.2525861265,10.5
863,6,4,Dalvin Cook,2,RB,ACTIVE,16.850434002000004,22.3
864,6,4,DK Metcalf,4,WR,QUESTIONABLE,14.9232094925,8.8
865,6,4,Joe Mixon,2,RB,ACTIVE,16.978621273,23.799999999999997
866,6,4,Mike Evans,4,WR,ACTIVE,14.4666431375,3.7
867,6,4,Robert Woods,23,Flex,QUESTIONABLE,12.564813316399999,10.1
868,6,4,Chase Edmonds,20,Bench,ACTIVE,12.0946808745,6.500000000000001
869,6,4,Aaron Rodgers,0,QB,ACTIVE,19.0983083468,23.7
870,6,4,Chase Claypool,20,Bench,ACTIVE,12.359619563699999,2.7
871,6,4,Laviska Shenault Jr.,20,Bench,ACTIVE,9.0418390996,8.4
872,6,4,Steelers D/ST,20,Bench,NA,6.560756701000001,7.0
873,6,4,Jarvis Landry,21,IR,ACTIVE,0.0,0.0
874,6,4,Dallas Goedert,20,Bench,ACTIVE,0.0,0.0
875,6,4,Jason Myers,20,Bench,ACTIVE,6.234350921,10.0
876,6,4,Broncos D/ST,16,Def,NA,5.530253853,-2.0
877,6,4,Zack Moss,20,Bench,ACTIVE,11.4145486585,4.9
878,6,4,Matt Gay,17,K,ACTIVE,8.362655912500001,8.0
879,6,4,Zach Ertz,6,TE,ACTIVE,8.5065136985,10.9
880,6,5,Alvin Kamara,20,Bench,ACTIVE,0.0,
881,6,5,DeAndre Hopkins,4,WR,QUESTIONABLE,13.789284837000002,19.0
882,6,5,CeeDee Lamb,4,WR,ACTIVE,12.131764791400002,32.6
883,6,5,Chris Carson,21,IR,QUESTIONABLE,0.0,0.0
884,6,5,Josh Jacobs,2,RB,ACTIVE,12.664611036500002,14.700000000000001
885,6,5,Tyler Lockett,23,Flex,ACTIVE,13.4123777235,4.5
886,6,5,Justin Herbert,0,QB,ACTIVE,24.810540708,11.0
887,6,5,Tyler Higbee,6,TE,QUESTIONABLE,7.945713252,6.1
888,6,5,Odell Beckham Jr.,20,Bench,DOUBTFUL,10.527043909780001,10.4
889,6,5,James Conner,2,RB,ACTIVE,10.0592530619,7.6000000000000005
890,6,5,Joe Burrow,20,Bench,QUESTIONABLE,18.473130836999992,22.84
891,6,5,Cole Beasley,20,Bench,ACTIVE,8.853244681499998,18.3
892,6,5,David Johnson,20,Bench,ACTIVE,6.836130339000001,0.6000000000000002
893,6,5,Rob Gronkowski,20,Bench,ACTIVE,0.0,0.0
894,6,5,Brandon McManus,17,K,ACTIVE,8.1380392795,6.0
895,6,5,Packers D/ST,16,Def,NA,6.091342042,9.0
896,6,6,Derrick Henry,2,RB,ACTIVE,17.069900399000005,35.599999999999994
897,6,6,Stefon Diggs,4,WR,ACTIVE,14.715396546500001,19.4
898,6,6,Kyler Murray,0,QB,ACTIVE,22.822055163,25.76
899,6,6,Kareem Hunt,2,RB,QUESTIONABLE,19.961862602500002,9.3
900,6,6,T.J. Hockenson,20,Bench,QUESTIONABLE,8.864233478,11.4
901,6,6,Kenyan Drake,20,Bench,QUESTIONABLE,4.8761011750000005,20.299999999999997
902,6,6,Michael Carter,20,Bench,ACTIVE,0.0,
903,6,6,Tyler Boyd,4,WR,ACTIVE,8.955183901,1.2000000000000002
904,6,6,Terrace Marshall Jr.,20,Bench,QUESTIONABLE,6.1094338765,1.4
905,6,6,Colts D/ST,16,Def,NA,6.692034566999999,11.0
906,6,6,Jason Sanders,17,K,ACTIVE,7.1331138205,6.5
907,6,6,Dawson Knox,6,TE,ACTIVE,9.300089389,6.0
908,6,6,Cordarrelle Patterson,20,Bench,ACTIVE,0.0,
909,6,6,Alex Collins,20,Bench,QUESTIONABLE,10.759166323000002,17.3
910,6,6,Allen Robinson II,20,Bench,ACTIVE,9.7222312815,7.300000000000001
911,6,6,Khalil Herbert,23,Flex,ACTIVE,12.920532171,18.200000000000003
912,6,7,Ezekiel Elliott,2,RB,QUESTIONABLE,15.256002482000001,15.4
913,6,7,Antonio Gibson,2,RB,ACTIVE,15.093532704500001,3.4000000000000004
914,6,7,Darren Waller,6,TE,ACTIVE,12.470719289999998,8.4
915,6,7,Amari Cooper,20,Bench,ACTIVE,11.8007726835,8.0
916,6,7,Dak Prescott,0,QB,ACTIVE,19.780683309999997,27.8
917,6,7,Darrell Henderson Jr.,23,Flex,ACTIVE,15.424162113,23.700000000000003
918,6,7,Michael Thomas,21,IR,QUESTIONABLE,0.0,
919,6,7,Courtland Sutton,20,Bench,ACTIVE,11.249700874,19.4
920,6,7,Tony Pollard,20,Bench,ACTIVE,9.186419637499998,7.800000000000001
921,6,7,Daniel Carlson,17,K,ACTIVE,7.209708371,10.0
922,6,7,Henry Ruggs III,20,Bench,ACTIVE,9.138013722,17.200000000000003
923,6,7,Damien Williams,20,Bench,ACTIVE,0.0,0.0
924,6,7,A.J. Brown,4,WR,ACTIVE,11.9069866051,12.6
925,6,7,Kadarius Toney,4,WR,QUESTIONABLE,11.807721801900001,5.1
926,6,7,Darrel Williams,20,Bench,ACTIVE,11.916352446000001,22.4
927,6,7,Vikings D/ST,16,Def,NA,6.040471223000001,9.0
928,6,7,Brandon Aiyuk,20,Bench,ACTIVE,0.0,
929,6,8,Saquon Barkley,20,Bench,ACTIVE,0.0,0.0
930,6,8,Terry McLaurin,4,WR,ACTIVE,15.753512291000002,4.800000000000001
931,6,8,James Robinson,2,RB,QUESTIONABLE,15.909268921999999,17.6
932,6,8,Tee Higgins,23,Flex,ACTIVE,11.3974240855,5.9
933,6,8,Diontae Johnson,4,WR,ACTIVE,12.953629828500002,14.100000000000001
934,6,8,Russell Wilson,20,Bench,ACTIVE,0.0,0.0
935,6,8,Logan Thomas,21,IR,QUESTIONABLE,0.0,0.0
936,6,8,Rams D/ST,16,Def,NA,4.593509848,17.0
937,6,8,Melvin Gordon III,2,RB,ACTIVE,10.503804185500002,8.8
938,6,8,Tyler Bass,17,K,ACTIVE,7.926882014,13.0
939,6,8,Alexander Mattison,20,Bench,ACTIVE,3.4796768823000006,1.0
940,6,8,Hunter Renfrow,20,Bench,ACTIVE,10.2818124175,5.1
941,6,8,Dalton Schultz,6,TE,ACTIVE,9.075768322999998,10.4
942,6,8,Jerry Jeudy,20,Bench,ACTIVE,0.0,0.0
943,6,8,Calvin Ridley,20,Bench,OUT,0.0,
944,6,8,Taylor Heinicke,0,QB,ACTIVE,20.589499497000002,9.280000000000001
945,6,8,Rhamondre Stevenson,20,Bench,ACTIVE,3.0130614915000002,13.700000000000001
946,6,9,Aaron Jones,2,RB,ACTIVE,15.1151820035,19.0
947,6,9,Austin Ekeler,2,RB,ACTIVE,17.895118501499997,7.500000000000001
948,6,9,Keenan Allen,4,WR,ACTIVE,14.707898351,7.5
949,6,9,Josh Allen,0,QB,ACTIVE,25.837567653000004,29.72
950,6,9,Chris Godwin,23,Flex,QUESTIONABLE,12.503822374500002,6.8
951,6,9,DJ Moore,4,WR,ACTIVE,14.551455240500001,8.4
952,6,9,Javonte Williams,20,Bench,ACTIVE,9.765629460999998,8.3
953,6,9,Noah Fant,6,TE,ACTIVE,8.147889183,20.200000000000003
954,6,9,AJ Dillon,20,Bench,QUESTIONABLE,7.5795508465,5.9
955,6,9,Trey Sermon,20,Bench,ACTIVE,0.0,
956,6,9,Antonio Brown,20,Bench,QUESTIONABLE,11.872735057000002,19.8
957,6,9,Marvin Jones Jr.,20,Bench,ACTIVE,9.8132729435,20.5
958,6,9,Ronald Jones II,20,Bench,QUESTIONABLE,5.2615644229,3.4
959,6,9,Greg Zuerlein,17,K,ACTIVE,8.318924764,11.5
960,6,9,Hunter Henry,20,Bench,ACTIVE,7.570408879,9.5
961,6,9,Cowboys D/ST,16,Def,NA,7.144199943,13.0
962,6,10,Davante Adams,4,WR,ACTIVE,18.5221379635,10.9
963,6,10,Tyreek Hill,4,WR,ACTIVE,18.7198361154,18.1
964,6,10,Mark Andrews,6,TE,ACTIVE,12.310777643000002,15.3
965,6,10,Miles Sanders,2,RB,ACTIVE,10.78935549,7.6000000000000005
966,6,10,Cooper Kupp,23,Flex,ACTIVE,19.188544319000002,30.5
967,6,10,Myles Gaskin,2,RB,ACTIVE,11.093637633500002,2.4
968,6,10,Brandin Cooks,20,Bench,QUESTIONABLE,13.659770051100002,13.4
969,6,10,Mike Gesicki,20,Bench,ACTIVE,9.016832405,16.5
970,6,10,Deebo Samuel,20,Bench,ACTIVE,0.0,
971,6,10,J.D. McKissic,20,Bench,QUESTIONABLE,6.856856414500002,15.0
972,6,10,Baker Mayfield,0,QB,QUESTIONABLE,15.352940716999997,12.16
973,6,10,Jaylen Waddle,20,Bench,ACTIVE,9.569555318,24.0
974,6,10,Latavius Murray,20,Bench,ACTIVE,8.7952025546,12.600000000000001
975,6,10,Panthers D/ST,16,Def,NA,5.567310162,2.0
976,6,10,Derek Carr,20,Bench,ACTIVE,16.5793151074,22.54
977,6,10,Matt Prater,17,K,ACTIVE,8.0698484315,15.0
978,7,1,Travis Kelce,6,TE,ACTIVE,16.269806757,10.0
979,7,1,Jonathan Taylor,2,RB,ACTIVE,15.3728722485,17.500000000000004
980,7,1,David Montgomery,21,IR,ACTIVE,0.0,0.0
981,7,1,Clyde Edwards-Helaire,20,Bench,ACTIVE,0.0,0.0
982,7,1,Julio Jones,20,Bench,ACTIVE,10.003100819000002,4.800000000000001
983,7,1,Jalen Hurts,0,QB,QUESTIONABLE,22.777636137000002,23.54
984,7,1,Michael Pittman Jr.,20,Bench,ACTIVE,10.5910937361,19.5
985,7,1,Elijah Mitchell,2,RB,ACTIVE,13.1872659534,17.700000000000003
986,7,1,Emmanuel Sanders,20,Bench,ACTIVE,0.0,
987,7,1,Devontae Booker,20,Bench,ACTIVE,11.9375539015,13.600000000000001
988,7,1,Tim Patrick,20,Bench,ACTIVE,8.779764217,2.6
989,7,1,Nick Folk,17,K,ACTIVE,8.7268450575,14.0
990,7,1,Damien Harris,23,Flex,ACTIVE,11.3143565382,25.3
991,7,1,T.Y. Hilton,20,Bench,ACTIVE,0.0,0.0
992,7,1,Tyreek Hill,4,WR,ACTIVE,18.8673143952,9.7
993,7,1,Giants D/ST,16,Def,NA,5.041126899,17.0
994,7,1,Hunter Renfrow,4,WR,ACTIVE,10.470047961,9.3
995,7,2,Christian McCaffrey,20,Bench,QUESTIONABLE,0.0,0.0
996,7,2,George Kittle,21,IR,ACTIVE,0.0,0.0
997,7,2,Adam Thielen,20,Bench,QUESTIONABLE,0.0,
998,7,2,Lamar Jackson,20,Bench,ACTIVE,23.472649935999996,23.08
999,7,2,Mike Davis,2,RB,QUESTIONABLE,10.897621585,1.0
1000,7,2,Ja'Marr Chase,4,WR,ACTIVE,14.008216026000001,31.1
1001,7,2,Leonard Fournette,2,RB,ACTIVE,15.146751249500001,16.0
1002,7,2,DeVonta Smith,4,WR,ACTIVE,10.3890252505,8.600000000000001
1003,7,2,Tom Brady,0,QB,ACTIVE,21.9549236164,24.439999999999998
1004,7,2,Mike Williams,20,Bench,ACTIVE,0.0,
1005,7,2,Harrison Butker,17,K,ACTIVE,6.716825770999999,2.5
1006,7,2,Jamaal Williams,23,Flex,ACTIVE,7.426753988,5.7
1007,7,2,Austin Hooper,20,Bench,ACTIVE,4.289378299,5.2
1008,7,2,Nick Chubb,20,Bench,ACTIVE,0.0,0.0
1009,7,2,Nyheim Hines,20,Bench,ACTIVE,6.097741080500001,1.7000000000000002
1010,7,2,Ricky Seals-Jones,6,TE,QUESTIONABLE,7.298693039000001,8.100000000000001
1011,7,2,Cardinals D/ST,16,Def,NA,7.61811667,11.0
1012,7,3,Patrick Mahomes,0,QB,ACTIVE,26.876096699999994,7.74
1013,7,3,Najee Harris,20,Bench,ACTIVE,0.0,
1014,7,3,Justin Jefferson,20,Bench,ACTIVE,0.0,
1015,7,3,Randall Cobb,4,WR,ACTIVE,6.181185823,3.7
1016,7,3,D'Andre Swift,2,RB,ACTIVE,14.8873533935,24.400000000000002
1017,7,3,Kyle Pitts,6,TE,ACTIVE,10.815476572500001,20.8
1018,7,3,Buccaneers D/ST,16,Def,NA,6.917322251,18.0
1019,7,3,Robby Anderson,4,WR,ACTIVE,9.752715053299998,2.9000000000000004
1020,7,3,Sony Michel,20,Bench,ACTIVE,5.3125848687,0.4
1021,7,3,Ryan Tannehill,20,Bench,ACTIVE,19.665804136,19.4
1022,7,3,Justin Tucker,17,K,ACTIVE,9.2109117875,6.0
1023,7,3,Marquise Brown,23,Flex,ACTIVE,11.5084181054,16.5
1024,7,3,Devin Singletary,20,Bench,ACTIVE,0.0,
1025,7,3,Jakobi Meyers,20,Bench,ACTIVE,10.190527643420001,6.9
1026,7,3,Jared Cook,20,Bench,ACTIVE,0.0,
1027,7,3,Kenneth Gainwell,2,RB,ACTIVE,6.841378445,12.100000000000001
1028,7,4,Dalvin Cook,20,Bench,ACTIVE,0.0,
1029,7,4,DK Metcalf,23,Flex,QUESTIONABLE,12.985606601000002,16.6
1030,7,4,Joe Mixon,2,RB,ACTIVE,15.1936481475,11.9
1031,7,4,Mike Evans,4,WR,ACTIVE,13.7983297355,28.6
1032,7,4,Robert Woods,4,WR,QUESTIONABLE,12.2544983482,12.0
1033,7,4,Chase Edmonds,2,RB,ACTIVE,12.2566627615,9.5
1034,7,4,Aaron Rodgers,0,QB,ACTIVE,22.20123292,24.66
1035,7,4,Chase Claypool,20,Bench,ACTIVE,0.0,
1036,7,4,Laviska Shenault Jr.,20,Bench,ACTIVE,0.0,
1037,7,4,Steelers D/ST,20,Bench,NA,,
1038,7,4,Jarvis Landry,21,IR,ACTIVE,9.705135467599998,6.2
1039,7,4,Dallas Goedert,6,TE,ACTIVE,9.059870243499999,10.5
1040,7,4,Jason Myers,20,Bench,ACTIVE,7.096371135999999,2.5
1041,7,4,Broncos D/ST,16,Def,NA,4.819611346,3.0
1042,7,4,Zack Moss,20,Bench,ACTIVE,0.0,
1043,7,4,Matt Gay,17,K,ACTIVE,8.0750611355,9.0
1044,7,4,Zach Ertz,20,Bench,ACTIVE,5.897372441999999,14.5
1045,7,5,Alvin Kamara,2,RB,ACTIVE,21.9462773225,29.900000000000002
1046,7,5,DeAndre Hopkins,4,WR,QUESTIONABLE,12.285720027500002,14.8
1047,7,5,CeeDee Lamb,20,Bench,ACTIVE,0.0,
1048,7,5,Chris Carson,21,IR,QUESTIONABLE,0.0,0.0
1049,7,5,Josh Jacobs,2,RB,ACTIVE,15.248538631,14.3
1050,7,5,Tyler Lockett,20,Bench,ACTIVE,11.0564931065,2.2
1051,7,5,Justin Herbert,20,Bench,ACTIVE,0.0,
1052,7,5,Tyler Higbee,6,TE,QUESTIONABLE,7.935220519,7.1000000000000005
1053,7,5,Odell Beckham Jr.,20,Bench,DOUBTFUL,9.7005410345,3.3000000000000003
1054,7,5,James Conner,23,Flex,ACTIVE,13.165731786199999,12.4
1055,7,5,Joe Burrow,0,QB,QUESTIONABLE,18.995231546,27.64
1056,7,5,David Johnson,20,Bench,ACTIVE,5.127292296699999,7.7
1057,7,5,Rob Gronkowski,20,Bench,ACTIVE,0.0,0.0
1058,7,5,Brandon McManus,17,K,ACTIVE,8.1575046015,2.0
1059,7,5,Packers D/ST,16,Def,NA,4.70645782,10.0
1060,7,5,Sterling Shepard,4,WR,QUESTIONABLE,0.0,0.0
